3000.000000, 2000.000000, 1000.000000, 1710.842529
2997.812012,2002.530151,1007.820801,1707.712891
2991.687012,2008.304932,1007.028503,1707.581299
2998.953613,2007.325195,1006.981018,1706.322632
2998.953613,2007.325195,1006.981018,1706.322632
3001.025146,2008.118652,1014.841980,1702.793701
3001.025146,2008.118652,1014.841980,1702.793701
3001.025146,2008.118652,1014.841980,1702.793701
3014.424316,2007.837158,1022.322388,1697.293579
3014.424316,2007.837158,1022.322388,1697.293579
3014.648926,2013.088257,1022.025208,1695.770386
3033.184570,2009.464111,1016.258301,1694.950439
3051.272217,2011.389893,1008.266113,1693.378540
3051.272217,2011.389893,1008.266113,1693.378540
3067.260254,2009.543335,1015.770691,1687.803467
3064.041260,2016.525391,1016.068726,1686.281006
3060.474854,2019.183472,1016.578186,1686.058838
3064.703613,2020.301636,1019.907043,1683.619507
3064.703613,2020.301636,1019.907043,1683.619507
3071.656982,2020.512939,1017.606384,1682.899536
3071.656982,2020.512939,1017.606384,1682.899536
3071.656982,2020.512939,1017.606384,1682.899536
3071.656982,2020.512939,1017.606384,1682.899536
3071.656982,2020.512939,1017.606384,1682.899536
3078.864014,2016.301514,1021.844421,1681.103149
3084.832764,2018.802490,1025.064575,1677.921143
3084.832764,2018.802490,1025.064575,1677.921143
3092.820068,2021.568481,1032.061035,1672.881836
3092.820068,2021.568481,1032.061035,1672.881836
3096.747803,2014.416748,1037.746704,1672.165527
3114.923828,2017.176147,1043.733521,1665.342896
3100.476074,2021.549561,1049.435913,1665.067139
3104.344238,2013.769897,1054.088867,1664.937378
3104.344238,2013.769897,1054.088867,1664.937378
3104.344238,2013.769897,1054.088867,1664.937378
3117.149170,2015.115356,1046.424683,1664.534790
3117.149170,2015.115356,1046.424683,1664.534790
3132.699951,2014.341309,1050.600952,1659.993774
3145.741699,2020.090942,1044.844116,1657.555054
3145.741699,2020.090942,1044.844116,1657.555054
3145.741699,2020.090942,1044.844116,1657.555054
3161.650635,2020.903076,1047.068359,1653.167725
3171.815430,2015.262329,1049.512939,1651.860840
3173.612549,2020.421021,1056.032593,1647.628418
3180.525146,2026.463623,1061.510254,1642.529663
3180.525146,2026.463623,1061.510254,1642.529663
3180.525146,2026.463623,1061.510254,1642.529663
3180.525146,2026.463623,1061.510254,1642.529663
3196.830322,2033.407227,1061.339966,1637.239624
3196.830322,2033.407227,1061.339966,1637.239624
3196.830322,2033.407227,1061.339966,1637.239624
3196.830322,2033.407227,1061.339966,1637.239624
3206.659424,2037.848022,1054.253052,1636.424072
3202.599854,2035.007690,1060.324707,1635.955444
3194.839600,2042.932373,1064.438965,1633.766724
3194.839600,2042.932373,1064.438965,1633.766724
3194.839600,2042.932373,1064.438965,1633.766724
3204.966797,2038.738281,1068.951172,1631.374756
3204.966797,2038.738281,1068.951172,1631.374756
3219.868408,2033.831421,1074.041626,1628.036011
3232.646240,2032.781250,1081.143433,1623.307861
3219.778320,2033.438477,1088.620117,1623.127686
3219.778320,2033.438477,1088.620117,1623.127686
3219.778320,2033.438477,1088.620117,1623.127686
3219.778320,2033.438477,1088.620117,1623.127686
3219.778320,2033.438477,1088.620117,1623.127686
3219.778320,2033.438477,1088.620117,1623.127686
3236.202637,2032.920654,1087.412231,1620.384888
3243.907471,2038.533813,1088.532227,1616.828247
3240.251953,2042.107666,1092.745361,1615.080200
3240.251953,2042.107666,1092.745361,1615.080200
